accx,accy,accz,rmsx,rmsy,rmsz
0.59912109375,0.984130859375,0.451171875,0.162841796875,0.281982421875,1.0087890625
0.6259765625,1.066650390625,0.440185546875,0.1937255859375,0.33984375,1.0411376953125
0.66748046875,1.17578125,0.4052734375,0.1893310546875,0.3037109375,1.010009765625
0.37451171875,1.126953125,0.450439453125,0.1444091796875,0.2987060546875,1.0118408203125
0.587646484375,1.500244140625,0.41552734375,0.18212890625,0.3380126953125,1.003173828125
0.679443359375,0.921630859375,0.340087890625,0.18701171875,0.2230224609375,0.9859619140625
0.535400390625,1.098876953125,0.48388671875,0.1497802734375,0.28466796875,1.0389404296875
0.5654296875,1.364501953125,0.403076171875,0.156005859375,0.309814453125,0.9879150390625
0.656982421875,1.2548828125,0.55078125,0.1661376953125,0.3714599609375,0.9581298828125
0.75,0.86767578125,0.4326171875,0.2283935546875,0.216552734375,1.020751953125
0.8173828125,1.00146484375,0.258056640625,0.2042236328125,0.2403564453125,0.99169921875
0.65234375,1.096435546875,0.44970703125,0.198974609375,0.28076171875,1.0025634765625
0.75341796875,1.06494140625,0.48876953125,0.18994140625,0.277099609375,0.9903564453125
0.595703125,1.071533203125,0.455078125,0.158203125,0.3428955078125,0.947021484375
0.521728515625,1.2470703125,0.39453125,0.1644287109375,0.2579345703125,0.97998046875
0.4755859375,1.05517578125,0.564208984375,0.1700439453125,0.2503662109375,1.0020751953125
0.4873046875,1.237548828125,0.494873046875,0.1458740234375,0.3443603515625,0.958740234375
0.564697265625,0.985595703125,0.43408203125,0.1573486328125,0.2728271484375,0.9560546875
0.68359375,1.259765625,0.44482421875,0.167724609375,0.3197021484375,1.0301513671875
0.43310546875,1.228759765625,0.5439453125,0.145263671875,0.3511962890625,0.965576171875
0.611328125,1.013427734375,0.42529296875,0.16796875,0.2603759765625,0.976806640625
0.518310546875,1.302490234375,0.504638671875,0.141357421875,0.3287353515625,0.9344482421875
0.49169921875,1.1669921875,0.4111328125,0.147216796875,0.2725830078125,1.0003662109375
0.56884765625,1.050537109375,0.52099609375,0.1790771484375,0.3355712890625,1.0438232421875
0.67724609375,1.0439453125,0.44677734375,0.1881103515625,0.248779296875,1.0347900390625
0.676513671875,0.90771484375,0.43798828125,0.17333984375,0.311767578125,0.9783935546875
0.582763671875,1.02392578125,0.46826171875,0.17578125,0.2735595703125,1.0286865234375
0.562255859375,0.857421875,0.43505859375,0.1304931640625,0.29833984375,0.9544677734375
0.682861328125,1.26220703125,0.606689453125,0.1683349609375,0.3861083984375,0.98681640625
0.538330078125,0.72265625,0.39208984375,0.1810302734375,0.191650390625,0.968505859375
0.6982421875,0.920166015625,0.588134765625,0.218994140625,0.2298583984375,1.017578125
0.5927734375,0.9951171875,0.41796875,0.14306640625,0.29150390625,0.9556884765625
