idCollect,accx,accy,accz,rmsx,rmsy,rmsz,temp,data,Gateway_idGateway,Place_idPlace
17149,5004,10232,4480,1232,2885,7853,1359,2019-06-15 21:26:58,1,1
17150,6136,9290,2924,1775,2122,8252,1399,2019-06-15 21:27:59,1,1
17151,5310,7268,4162,1407,2242,7716,1424,2019-06-15 21:28:58,1,1
17152,4646,9402,3192,1149,2462,8051,1457,2019-06-15 21:29:58,1,1
17153,4778,8056,3548,1387,2438,8219,1477,2019-06-15 21:30:57,1,1
17154,5780,8246,2620,1823,2359,8565,1492,2019-06-15 21:31:58,1,1
17155,6842,7250,2836,1451,2211,8204,1508,2019-06-15 21:32:57,1,1
17156,7508,10552,4906,1934,2660,8389,1523,2019-06-15 21:35:00,1,1
17157,3652,4312,2444,1064,1137,7920,1545,2019-06-15 21:35:58,1,1
17158,4410,8700,5840,1263,2294,8180,1551,2019-06-15 21:37:58,1,1
17159,4664,8220,3802,1319,2321,7787,1548,2019-06-15 21:38:57,1,1
17160,3424,8246,5524,953,2439,8143,1540,2019-06-15 21:39:59,1,1
17161,6636,8128,3808,1709,1872,8071,1540,2019-06-15 21:42:58,1,1
17162,3800,9244,4292,921,1911,8183,1544,2019-06-15 21:43:58,1,1
17163,6106,7590,4534,1573,2340,8083,1541,2019-06-15 21:44:59,1,1
17164,5240,8990,3622,1668,2309,7816,1536,2019-06-15 21:45:58,1,1
17165,6072,9386,4728,1432,2592,8123,1533,2019-06-15 21:46:58,1,1
17166,7338,10240,4772,2072,3375,8586,1517,2019-06-15 21:47:59,1,1
17167,6434,10276,3872,1585,3033,8475,1524,2019-06-15 21:48:58,1,1
17168,4956,8018,2380,1268,1633,8372,1528,2019-06-15 21:50:59,1,1
17169,5008,6678,4106,1626,1865,8063,1542,2019-06-15 21:53:00,1,1
17170,6144,6844,3730,1727,2125,7953,1540,2019-06-15 21:53:58,1,1
17171,5676,9106,4178,1321,2052,8028,1557,2019-06-15 21:54:58,1,1
17172,5472,11578,3758,1587,2792,8085,1551,2019-06-15 21:55:58,1,1
17173,4378,7968,3408,1300,2250,8527,1564,2019-06-15 21:57:59,1,1
17174,4426,7596,3520,1189,2488,7581,1558,2019-06-15 21:58:59,1,1
17175,4750,9144,3736,1333,2500,8109,1540,2019-06-15 21:59:59,1,1
17176,3506,6080,3582,1022,1427,8364,1546,2019-06-15 22:00:59,1,1
17177,6368,7156,3788,1677,2251,8405,1535,2019-06-15 22:03:04,1,1
17178,5078,9576,3146,1604,2543,8158,1526,2019-06-15 22:03:59,1,1
17179,5632,9866,4832,1493,2416,8188,1516,2019-06-15 22:04:58,1,1
17180,5488,9778,4620,1500,2330,8140,1517,2019-06-15 22:06:00,1,1
17181,5290,11106,3844,1145,2491,8268,1510,2019-06-15 22:07:01,1,1
17182,6810,8632,2408,1867,2231,8531,1493,2019-06-15 22:07:58,1,1
17183,7622,8310,2548,2152,2657,8770,1495,2019-06-15 22:08:58,1,1
17184,6194,7780,4476,1590,1997,8160,1483,2019-06-15 22:11:01,1,1
17185,4836,8960,2992,1188,1973,8004,1490,2019-06-15 22:12:00,1,1
17186,3820,6056,4910,1126,1619,7860,1480,2019-06-15 22:12:59,1,1
17187,4466,8706,3320,1130,2083,8232,1498,2019-06-15 22:14:01,1,1
17188,3522,11282,2744,1055,2630,8396,1491,2019-06-15 22:15:00,1,1
17189,5174,9990,3092,1544,2489,8117,1504,2019-06-15 22:16:00,1,1
17190,7864,7530,4798,1892,2164,8725,1504,2019-06-15 22:16:58,1,1
17191,5350,9638,3106,1507,2306,8124,1481,2019-06-15 22:17:58,1,1
17192,7076,8022,3670,2113,2434,8194,1500,2019-06-15 22:18:59,1,1
17193,4488,8604,4196,1414,2455,8116,1493,2019-06-15 22:19:59,1,1
17194,5872,8276,3580,1368,2424,8358,1492,2019-06-15 22:20:59,1,1
17195,4950,7278,3688,1479,1768,8135,1485,2019-06-15 22:21:59,1,1
17196,5526,8194,4338,1466,2168,8045,1484,2019-06-15 22:22:58,1,1
17197,2620,9284,3090,972,2505,7934,1477,2019-06-15 22:24:00,1,1
17198,7078,9432,2590,1816,2824,8244,1472,2019-06-15 22:24:58,1,1
17199,7220,7466,4100,1778,2161,8126,1474,2019-06-15 22:25:58,1,1
17200,8586,9642,3390,1856,3046,8115,1483,2019-06-15 22:26:58,1,1
17201,2792,7824,4812,763,2062,8509,1474,2019-06-15 22:27:58,1,1
17202,5576,9516,4118,1388,2315,8112,1494,2019-06-15 22:28:58,1,1
17203,5906,10900,4246,1354,2570,7891,1492,2019-06-15 22:29:58,1,1
17204,4492,7226,4354,1275,2186,8255,1504,2019-06-15 22:30:59,1,1
17205,5678,7004,3818,1522,1887,7910,1522,2019-06-15 22:31:58,1,1
17206,5484,7532,3538,1566,1775,7918,1519,2019-06-15 22:32:58,1,1
17207,5862,7138,3572,1675,1872,8419,1508,2019-06-15 22:34:58,1,1
17208,7598,10856,4136,2030,2597,8394,1508,2019-06-15 22:35:59,1,1
17209,6516,10154,4026,1777,2687,8334,1506,2019-06-15 22:36:59,1,1
17210,5614,8400,5106,1609,2262,8561,1516,2019-06-15 22:37:58,1,1
17211,5672,9930,4124,1559,2693,7973,1529,2019-06-15 22:39:00,1,1
17212,7162,7220,4798,2095,2084,8395,1526,2019-06-15 22:40:00,1,1
17213,6406,9452,3704,1437,2068,8213,1542,2019-06-15 22:40:59,1,1
17214,4912,8176,3414,1582,2054,8098,1542,2019-06-15 22:42:00,1,1
17215,4256,8512,2936,1522,2611,8135,1552,2019-06-15 22:44:00,1,1
17216,7726,6760,4288,1873,1897,8159,1548,2019-06-15 22:45:02,1,1
17217,4984,8772,3604,1233,2186,8375,1548,2019-06-15 22:46:01,1,1
17218,3558,5102,2166,1404,1657,8471,1539,2019-06-15 22:47:00,1,1
17219,5642,8032,3124,1433,2009,8075,1527,2019-06-15 22:47:59,1,1
17220,3656,9326,3656,1500,2322,8322,1496,2019-06-15 22:49:58,1,1
17221,5768,7920,4392,1436,1874,7887,1484,2019-06-15 22:50:59,1,1
17222,7024,8550,2934,1685,2479,8436,1468,2019-06-15 22:51:59,1,1
17223,6412,9310,3440,1641,2394,8152,1467,2019-06-15 22:52:59,1,1
17224,6604,9950,3588,1748,2030,8103,1472,2019-06-15 22:53:58,1,1
17225,3562,8642,3494,1639,2534,8465,1484,2019-06-15 22:54:58,1,1
17226,6236,9980,4194,1264,2614,8244,1495,2019-06-15 22:56:00,1,1
17227,5280,8544,4148,1732,2866,7880,1489,2019-06-15 22:57:58,1,1
17228,3734,6650,4386,1224,1840,8551,1484,2019-06-15 22:59:00,1,1
17229,4308,10160,3740,1181,2395,8361,1482,2019-06-15 23:00:02,1,1
17230,4592,10598,4450,1382,2795,8184,1496,2019-06-15 23:01:01,1,1
17231,3670,8066,3704,1097,2519,8052,1502,2019-06-15 23:01:59,1,1
17232,5708,10568,3428,1684,2596,8004,1504,2019-06-15 23:03:00,1,1
17233,6244,9500,4732,1593,2513,7949,1516,2019-06-15 23:04:01,1,1
17234,6472,8348,4280,1487,2273,8407,1516,2019-06-15 23:04:59,1,1
17235,4940,9592,3498,1278,2299,8448,1550,2019-06-15 23:07:04,1,1
17236,5376,7978,3992,1048,1964,8389,1554,2019-06-15 23:08:00,1,1
17237,6636,9654,4928,2021,2591,8428,1567,2019-06-15 23:08:58,1,1
17238,4768,9016,4504,1559,2632,8096,1577,2019-06-15 23:09:58,1,1
17239,4314,10122,4600,1223,2260,8367,1585,2019-06-15 23:10:58,1,1
17240,5504,7980,3610,1061,2122,8149,1590,2019-06-15 23:11:59,1,1
17241,6688,8546,4304,1882,2107,8707,1596,2019-06-15 23:12:58,1,1
17242,4032,8026,2586,1293,1913,8175,1604,2019-06-15 23:13:58,1,1
17243,4692,7134,3812,1474,1770,8463,1608,2019-06-15 23:15:02,1,1
17244,6074,8508,4730,1662,2195,8106,1615,2019-06-15 23:16:00,1,1
17245,5304,10612,3736,1346,2887,7880,1620,2019-06-15 23:16:59,1,1
17246,7916,7756,4208,2063,2147,7990,1611,2019-06-15 23:17:59,1,1
17247,5258,7954,4254,1655,2132,8540,1625,2019-06-15 23:18:58,1,1
17248,5920,8772,4638,1453,2132,7841,1620,2019-06-15 23:20:58,1,1
17249,5120,5300,3024,1577,1540,8338,1620,2019-06-15 23:22:01,1,1
17250,5946,6932,3096,1616,2264,8194,1618,2019-06-15 23:22:58,1,1
17251,5166,9446,3928,1456,2393,7964,1623,2019-06-15 23:23:58,1,1
17252,5882,10000,4876,1278,1975,7788,1629,2019-06-15 23:24:59,1,1
17253,7520,9350,4024,1549,2178,8046,1625,2019-06-15 23:25:58,1,1
17254,7242,9370,4446,1765,2995,7997,1640,2019-06-15 23:26:58,1,1
17255,6640,10294,3552,1493,2769,8094,1651,2019-06-15 23:27:59,1,1
17256,5140,7052,3642,2162,1823,8561,1657,2019-06-15 23:28:58,1,1
17257,4788,5502,2646,1152,1699,8410,1672,2019-06-15 23:31:00,1,1
17258,5220,9002,4786,1399,2370,7812,1688,2019-06-15 23:31:59,1,1
17259,4944,7620,3126,1358,2077,8482,1690,2019-06-15 23:32:58,1,1
17260,5958,7674,3908,1660,2128,8120,1693,2019-06-15 23:33:59,1,1
17261,5878,9176,4714,1472,2318,8033,1682,2019-06-15 23:35:00,1,1
17262,5376,9490,4182,1442,2656,8150,1681,2019-06-15 23:36:00,1,1
17263,5748,10556,3722,1574,2643,8349,1673,2019-06-15 23:36:58,1,1
17264,7094,8420,3196,2164,2361,8478,1656,2019-06-15 23:37:58,1,1
17265,4678,7958,3302,1297,2325,7872,1652,2019-06-15 23:38:58,1,1
17266,5372,9324,5074,1442,2257,8200,1658,2019-06-15 23:40:02,1,1
17267,5568,6380,3598,1421,2096,7946,1645,2019-06-15 23:40:59,1,1
17268,5328,7774,4266,1424,2012,7910,1640,2019-06-15 23:42:59,1,1
17269,4234,8298,4896,1279,2461,8481,1625,2019-06-15 23:44:02,1,1
17270,5476,8948,2222,1494,2341,8171,1623,2019-06-15 23:44:59,1,1
17271,3564,9662,3632,1267,2903,8014,1580,2019-06-15 23:48:58,1,1
17272,6420,7450,1828,1417,2087,8659,1580,2019-06-15 23:49:59,1,1
17273,4842,8032,4408,1139,2565,8175,1576,2019-06-15 23:50:59,1,1
17274,5418,6834,3268,1528,1647,8225,1563,2019-06-15 23:52:00,1,1
17275,5510,8954,3534,1342,2538,8092,1558,2019-06-15 23:52:59,1,1
17276,5394,9988,3092,1472,2198,8177,1548,2019-06-15 23:53:58,1,1
17277,6254,8464,3560,1902,1903,8468,1554,2019-06-15 23:54:58,1,1
17278,6186,8890,3682,1495,2004,8223,1544,2019-06-15 23:55:58,1,1
17279,3730,8524,3384,1048,2534,7859,1533,2019-06-15 23:57:58,1,1
17280,6340,5088,3090,1688,1717,7980,1530,2019-06-15 23:58:59,1,1
17281,4488,6436,2590,1398,1944,8061,1534,2019-06-15 23:59:58,1,1
17282,5242,8914,4878,1593,2056,8082,1524,2019-06-16 00:00:58,1,1
17283,6320,8916,4538,1626,2578,8379,1523,2019-06-16 00:01:59,1,1
17284,5226,10258,4264,1257,2449,8076,1507,2019-06-16 00:02:58,1,1
17285,5286,9714,4118,1361,2400,7818,1507,2019-06-16 00:03:58,1,1
17286,5908,9544,3344,1595,2489,7645,1502,2019-06-16 00:04:58,1,1
17287,5676,7398,4022,1414,2084,8410,1493,2019-06-16 00:05:58,1,1
17288,4536,9104,3570,1657,2254,8194,1493,2019-06-16 00:06:58,1,1
17289,5468,7456,3434,1390,2405,8167,1490,2019-06-16 00:07:58,1,1
17290,5678,8788,4240,1356,2343,8265,1480,2019-06-16 00:09:59,1,1
17291,6488,9532,3134,1809,2797,8276,1474,2019-06-16 00:11:00,1,1
17292,3972,9536,5152,1335,2131,8111,1475,2019-06-16 00:12:01,1,1
17293,8056,9094,4156,1916,2049,8404,1486,2019-06-16 00:13:01,1,1
17294,4890,9510,3674,1265,2442,8149,1483,2019-06-16 00:13:59,1,1
17295,5926,8544,4120,1494,2313,8198,1478,2019-06-16 00:14:59,1,1
17296,5860,6402,3006,1414,1722,8219,1473,2019-06-16 00:15:58,1,1
17297,7794,8766,3590,1462,2563,8180,1477,2019-06-16 00:17:00,1,1
17298,5566,7728,3932,1322,2338,8239,1468,2019-06-16 00:18:02,1,1
17299,7080,9178,3660,1682,2305,8312,1473,2019-06-16 00:19:03,1,1
17300,6948,6546,4416,1756,1796,8254,1492,2019-06-16 00:21:00,1,1
17301,5790,6786,4210,1460,1861,7806,1504,2019-06-16 00:21:59,1,1
17302,4930,7970,3164,1395,2335,7921,1499,2019-06-16 00:23:01,1,1
17303,5432,10788,2978,1524,2604,8053,1511,2019-06-16 00:23:58,1,1
17304,6062,7324,2302,1411,2041,7976,1509,2019-06-16 00:25:01,1,1
17305,4534,7484,2744,1140,1933,8109,1520,2019-06-16 00:25:58,1,1
17306,5514,9440,4098,1483,2451,8269,1535,2019-06-16 00:27:01,1,1
17307,6248,11132,4470,1644,2764,8471,1529,2019-06-16 00:27:59,1,1
17308,6664,9534,3952,1595,2620,8066,1544,2019-06-16 00:28:58,1,1
17309,3890,8612,3422,1263,2565,8296,1542,2019-06-16 00:29:58,1,1
17310,6146,8926,4618,1699,2334,8321,1548,2019-06-16 00:30:58,1,1
17311,5046,6822,3894,1288,1816,8472,1555,2019-06-16 00:31:58,1,1
17312,5320,5108,4994,1629,1438,8063,1545,2019-06-16 00:33:59,1,1
17313,5360,8070,3698,1215,2267,7678,1557,2019-06-16 00:34:58,1,1
17314,4846,10010,4562,1482,2608,7928,1542,2019-06-16 00:36:01,1,1
17315,6862,8444,4854,1755,2332,8604,1546,2019-06-16 00:37:02,1,1
17316,6444,9738,3536,1580,2413,8409,1540,2019-06-16 00:37:58,1,1
17317,5958,8766,3438,1591,2314,7864,1548,2019-06-16 00:39:00,1,1
17318,5732,10232,5032,1821,2840,8346,1552,2019-06-16 00:39:59,1,1
17319,5148,7472,5150,1389,2116,8188,1559,2019-06-16 00:40:58,1,1
17320,5350,9444,4674,1367,2357,7861,1560,2019-06-16 00:41:58,1,1
17321,6082,7466,3890,1826,2011,8239,1559,2019-06-16 00:42:58,1,1
17322,5962,7312,4190,1496,1854,8132,1564,2019-06-16 00:43:59,1,1
17323,6196,9270,5516,1649,2865,8067,1566,2019-06-16 00:44:59,1,1
17324,4614,7770,3626,1487,1869,8174,1561,2019-06-16 00:46:02,1,1
17325,5712,11312,4112,1736,2659,8455,1568,2019-06-16 00:46:59,1,1
17326,6014,10716,4884,1489,2887,8113,1564,2019-06-16 00:47:58,1,1
17327,5904,9954,4338,1436,2513,8322,1571,2019-06-16 00:49:00,1,1
17328,6902,11206,4118,1794,3076,8424,1567,2019-06-16 00:51:58,1,1
17329,5284,9280,4022,1421,2243,8500,1567,2019-06-16 00:52:58,1,1
17330,6688,7514,4160,1842,1783,8254,1562,2019-06-16 00:54:58,1,1
17331,5558,9690,3482,1427,2767,8172,1561,2019-06-16 00:55:58,1,1
17332,6804,10984,4106,1518,2917,8165,1568,2019-06-16 00:56:58,1,1
17333,2806,7380,3686,1027,2104,7832,1566,2019-06-16 00:58:00,1,1
17334,5682,6406,3994,1524,1769,8120,1566,2019-06-16 00:59:58,1,1
17335,5848,8746,3454,1711,2016,8625,1566,2019-06-16 01:00:58,1,1
17336,4896,8940,3992,1184,2573,8464,1566,2019-06-16 01:01:58,1,1
17337,6592,9404,4698,1713,2748,8238,1560,2019-06-16 01:02:58,1,1
17338,4978,9038,5166,1498,2080,8622,1553,2019-06-16 01:03:58,1,1
17339,4966,7780,4704,1342,1984,8259,1556,2019-06-16 01:04:58,1,1
17340,5394,10840,3886,1291,2732,8207,1550,2019-06-16 01:07:01,1,1
17341,7046,8142,4026,1870,2364,8292,1548,2019-06-16 01:08:01,1,1
17342,5868,8760,5344,1496,2201,8451,1550,2019-06-16 01:09:00,1,1
17343,5742,8384,4062,1496,2189,8357,1544,2019-06-16 01:09:58,1,1
17344,7612,9960,4928,1702,2690,8261,1551,2019-06-16 01:10:58,1,1
17345,6388,7586,3050,1703,2411,7806,1540,2019-06-16 01:11:58,1,1
17346,6142,8514,5102,1656,2035,8228,1551,2019-06-16 01:13:59,1,1
17347,6214,7680,3498,1656,1974,8344,1551,2019-06-16 01:14:58,1,1
17348,5014,7114,2586,1377,1922,8378,1544,2019-06-16 01:15:59,1,1
17349,5756,7056,3214,1463,1689,8231,1538,2019-06-16 01:18:02,1,1
17350,5796,9066,3866,1273,2324,7964,1544,2019-06-16 01:18:58,1,1
17351,6278,8140,5090,1507,2310,8132,1536,2019-06-16 01:19:59,1,1
17352,6188,8454,3620,1199,2008,7929,1542,2019-06-16 01:20:59,1,1
17353,3484,7478,3148,1121,2264,8034,1543,2019-06-16 01:21:58,1,1
17354,5664,6944,3180,1660,2145,8303,1543,2019-06-16 01:23:00,1,1
17355,6684,8422,3578,1652,2278,8015,1532,2019-06-16 01:25:02,1,1
17356,4398,7946,3272,1285,1977,7915,1532,2019-06-16 01:26:00,1,1
17357,6012,11102,4950,1334,2630,8292,1532,2019-06-16 01:26:59,1,1
17358,7686,10550,4020,1773,2422,8354,1536,2019-06-16 01:27:58,1,1
17359,4964,8418,4380,1268,1793,7921,1544,2019-06-16 01:28:58,1,1
17360,5320,6690,3860,1402,1710,8286,1548,2019-06-16 01:30:01,1,1
17361,4936,4392,3132,1387,1479,8045,1547,2019-06-16 01:30:58,1,1
17362,5086,9610,5282,1209,2457,8160,1549,2019-06-16 01:32:59,1,1
17363,5200,10128,4162,1273,2316,8003,1555,2019-06-16 01:34:00,1,1
17364,5010,7308,4312,1256,2316,8062,1560,2019-06-16 01:34:59,1,1
17365,5386,9092,4538,1653,2281,8492,1563,2019-06-16 01:35:59,1,1
17366,4976,8212,4008,1285,2452,8280,1560,2019-06-16 01:37:00,1,1
17367,4350,7964,4756,1358,2147,8382,1564,2019-06-16 01:37:59,1,1
17368,6050,7682,5066,1647,1935,8582,1567,2019-06-16 01:38:59,1,1
